customer_id,age,gender,location,tenure_months,contract_type,monthly_charges,total_charges,data_usage_gb,call_minutes,support_tickets,internet_service,streaming_tv,streaming_movies,payment_method,churn
CUST_011339,46,Male,Suburban,8,Month-to-month,88.31,699.69,102.6,100.0,1,DSL,No,Yes,Credit card,1
CUST_076844,61,Male,Urban,38,Month-to-month,38.63,1273.7,9.1,203.0,1,DSL,No,No,Credit card,1
CUST_057118,40,Female,Urban,8,Two year,44.28,284.38,6.7,404.0,0,No,Yes,Yes,Mailed check,1
CUST_004129,59,Male,Urban,3,Month-to-month,93.28,315.19,43.2,2.0,2,No,Yes,No,Bank transfer,1
CUST_053836,21,Male,Urban,13,Month-to-month,71.65,1038.65,9.0,120.0,3,Fiber optic,No,No,Electronic check,1
CUST_029103,27,Female,Urban,35,One year,82.08,3211.72,10.2,127.0,2,DSL,No,No,Bank transfer,1
CUST_035899,56,Female,Rural,42,Two year,76.03,3622.38,50.7,75.0,3,Fiber optic,No,No,Bank transfer,1
CUST_042200,66,Female,Urban,9,Month-to-month,54.9,441.9,32.3,685.0,0,DSL,Yes,Yes,Electronic check,1
CUST_058811,53,Female,Suburban,42,Month-to-month,85.88,3480.42,89.4,529.0,3,DSL,Yes,Yes,Credit card,1
CUST_096402,39,Male,Suburban,8,Month-to-month,46.76,349.39,57.7,415.0,1,DSL,No,No,Bank transfer,1
CUST_091494,38,Female,Urban,10,Two year,46.95,509.36,122.4,380.0,1,Fiber optic,No,Yes,Mailed check,1
CUST_002687,21,Female,Urban,2,Month-to-month,46.13,82.01,3.9,152.0,1,Fiber optic,Yes,Yes,Mailed check,0
CUST_096414,36,Female,Suburban,1,Two year,100.32,82.55,37.5,330.0,5,Fiber optic,No,No,Electronic check,1
CUST_093983,40,Male,Suburban,5,Two year,52.7,284.62,3.2,261.0,0,Fiber optic,No,No,Mailed check,1
CUST_059275,43,Male,Rural,15,Two year,69.71,876.78,9.6,438.0,3,Fiber optic,No,No,Electronic check,1
CUST_003942,32,Male,Suburban,44,Two year,80.35,3850.29,95.2,267.0,2,Fiber optic,No,Yes,Credit card,1
CUST_031689,36,Male,Urban,24,Month-to-month,86.35,1798.03,63.1,541.0,2,DSL,No,Yes,Mailed check,1
CUST_003240,40,Male,Urban,5,Two year,68.79,308.65,141.8,244.0,1,DSL,No,Yes,Credit card,1
CUST_099903,18,Male,Suburban,30,One year,40.83,1205.58,3.8,236.0,2,Fiber optic,No,Yes,Electronic check,1
CUST_026082,35,Female,Urban,11,Two year,111.87,1463.56,3.2,245.0,1,No,Yes,Yes,Bank transfer,0
CUST_070967,40,Female,Urban,25,One year,30.87,791.71,28.5,566.0,3,No,No,No,Credit card,1
CUST_014274,58,Female,Rural,6,Month-to-month,77.86,518.49,85.0,202.0,0,No,No,No,Electronic check,1
CUST_063082,25,Male,Suburban,52,Month-to-month,117.04,6008.96,160.0,347.0,1,Fiber optic,No,No,Mailed check,1
CUST_095588,29,Female,Urban,28,Two year,44.74,1337.39,21.9,70.0,1,Fiber optic,Yes,No,Electronic check,0
CUST_024207,43,Male,Urban,4,Month-to-month,33.77,143.07,110.9,644.0,0,Fiber optic,Yes,Yes,Credit card,1
CUST_087546,53,Male,Rural,54,One year,20.0,1160.82,76.6,96.0,2,Fiber optic,Yes,No,Mailed check,1
CUST_083212,57,Male,Rural,41,One year,85.95,4131.04,57.2,415.0,2,No,Yes,No,Electronic check,1
CUST_067506,18,Male,Suburban,12,Two year,87.87,870.77,90.8,93.0,0,DSL,No,No,Bank transfer,0
CUST_086318,31,Male,Suburban,68,Two year,28.18,1859.3,4.6,3.0,2,Fiber optic,No,No,Electronic check,1
CUST_094055,35,Male,Urban,30,One year,60.43,2088.25,33.3,26.0,3,Fiber optic,Yes,No,Credit card,1
CUST_080361,35,Male,Suburban,45,Two year,20.0,745.93,10.3,181.0,1,DSL,No,No,Bank transfer,1
CUST_010537,25,Male,Urban,12,Month-to-month,55.12,545.31,46.2,235.0,0,Fiber optic,No,Yes,Credit card,1
CUST_070133,30,Female,Suburban,1,Month-to-month,121.13,107.53,26.1,144.0,0,Fiber optic,No,No,Mailed check,1
CUST_087554,36,Female,Urban,19,Month-to-month,37.94,842.27,30.6,389.0,5,Fiber optic,No,No,Electronic check,1
CUST_051278,39,Male,Urban,72,Month-to-month,64.31,5165.66,10.8,58.0,0,Fiber optic,No,No,Credit card,1
CUST_041992,62,Female,Urban,37,Month-to-month,69.76,2518.15,38.3,226.0,2,DSL,No,Yes,Electronic check,0
CUST_099802,25,Male,Urban,13,Two year,92.76,1110.87,42.9,114.0,1,No,Yes,No,Electronic check,1
CUST_013997,35,Male,Urban,72,One year,70.91,5770.43,54.1,29.0,2,DSL,No,No,Mailed check,1
CUST_064856,39,Male,Suburban,9,One year,103.73,980.7,77.0,172.0,2,DSL,Yes,Yes,Mailed check,1
CUST_064295,36,Male,Urban,71,One year,54.79,3720.69,31.3,497.0,3,No,No,No,Electronic check,0
CUST_055141,57,Male,Suburban,17,Month-to-month,65.0,1286.76,41.4,582.0,1,DSL,No,No,Bank transfer,1
CUST_089015,43,Male,Suburban,3,Month-to-month,107.91,316.81,97.1,293.0,1,DSL,No,Yes,Bank transfer,1
CUST_055924,32,Male,Urban,11,Month-to-month,66.23,676.78,99.0,26.0,1,No,Yes,No,Electronic check,0
CUST_072327,31,Male,Rural,1,Month-to-month,94.25,78.17,24.3,324.0,2,DSL,Yes,No,Electronic check,1
CUST_047514,23,Male,Urban,44,Month-to-month,83.24,3228.67,50.3,273.0,0,Fiber optic,Yes,No,Electronic check,1
CUST_012354,51,Female,Urban,71,Month-to-month,77.84,5641.61,13.8,21.0,0,Fiber optic,Yes,No,Electronic check,1
CUST_020466,40,Female,Suburban,6,Month-to-month,38.34,256.48,9.2,43.0,1,Fiber optic,No,No,Bank transfer,1
CUST_017951,45,Male,Suburban,5,Month-to-month,81.36,488.06,54.2,199.0,2,DSL,No,No,Electronic check,1
CUST_024491,25,Male,Urban,24,One year,48.09,962.14,100.3,857.0,1,Fiber optic,Yes,No,Electronic check,1
CUST_054046,54,Female,Rural,72,One year,85.5,5377.58,132.1,185.0,0,No,No,No,Electronic check,1
CUST_002097,27,Female,Urban,66,Month-to-month,44.74,2989.4,41.4,64.0,0,DSL,No,Yes,Electronic check,1
CUST_084906,49,Male,Urban,24,Month-to-month,88.44,2500.87,0.4,101.0,2,No,No,No,Electronic check,1
CUST_026887,38,Male,Urban,32,Month-to-month,66.55,1745.46,159.2,549.0,4,No,Yes,Yes,Electronic check,0
CUST_026933,54,Female,Urban,1,Two year,49.85,44.27,11.0,302.0,5,Fiber optic,No,No,Credit card,0
CUST_018629,29,Male,Urban,62,Two year,76.38,4016.75,322.1,102.0,0,Fiber optic,No,No,Electronic check,1
CUST_017112,36,Male,Urban,33,Two year,61.57,1867.04,13.3,181.0,2,Fiber optic,Yes,No,Electronic check,1
CUST_013130,39,Female,Urban,9,Month-to-month,65.18,667.99,3.6,477.0,1,DSL,No,Yes,Bank transfer,0
CUST_056541,39,Male,Urban,32,Month-to-month,83.67,2455.02,23.2,810.0,0,DSL,Yes,No,Mailed check,1
CUST_080001,36,Female,Rural,1,Month-to-month,49.29,56.88,94.6,368.0,0,Fiber optic,Yes,Yes,Bank transfer,1
CUST_018395,50,Female,Suburban,10,Two year,56.35,640.53,25.1,439.0,2,Fiber optic,No,No,Credit card,1
CUST_024092,28,Male,Suburban,60,One year,28.31,1819.43,110.8,99.0,1,DSL,No,Yes,Mailed check,1
CUST_048788,63,Female,Suburban,29,Month-to-month,89.98,2455.93,29.7,46.0,0,DSL,No,Yes,Bank transfer,1
CUST_045857,47,Female,Rural,32,One year,37.64,995.0,18.4,144.0,1,Fiber optic,Yes,No,Credit card,0
CUST_052777,36,Male,Rural,2,Month-to-month,43.88,89.89,33.4,129.0,2,Fiber optic,No,No,Mailed check,1
CUST_007987,35,Male,Urban,63,One year,46.95,2704.32,4.7,203.0,0,No,Yes,Yes,Electronic check,1
CUST_019552,41,Female,Urban,2,Month-to-month,80.26,134.37,4.7,335.0,1,DSL,Yes,No,Credit card,1
CUST_064889,39,Female,Urban,18,Month-to-month,57.08,1189.92,7.7,155.0,2,DSL,Yes,Yes,Electronic check,1
CUST_052953,63,Male,Suburban,47,Month-to-month,82.24,3621.29,28.5,100.0,2,DSL,No,Yes,Credit card,1
CUST_080597,30,Female,Suburban,2,Month-to-month,89.95,212.85,28.2,265.0,2,DSL,No,No,Mailed check,1
CUST_097614,29,Female,Urban,18,One year,28.89,524.53,16.0,79.0,1,DSL,No,Yes,Mailed check,1
CUST_088773,30,Male,Suburban,52,Month-to-month,30.23,1261.31,7.6,270.0,2,Fiber optic,No,No,Credit card,1
CUST_093559,24,Male,Urban,6,One year,62.79,337.02,6.8,65.0,1,DSL,Yes,Yes,Mailed check,1
CUST_013203,41,Male,Suburban,6,One year,115.01,790.83,8.4,418.0,1,Fiber optic,Yes,No,Mailed check,1
CUST_026659,30,Female,Suburban,51,Month-to-month,35.69,1971.42,40.6,432.0,1,DSL,No,No,Mailed check,1
CUST_074713,46,Male,Urban,18,Two year,41.93,674.29,99.6,449.0,3,No,No,Yes,Electronic check,1
CUST_092930,49,Female,Suburban,17,One year,73.74,1360.11,32.6,54.0,0,Fiber optic,Yes,No,Bank transfer,1
CUST_013884,56,Male,Urban,72,One year,50.63,3173.78,50.2,841.0,0,DSL,No,No,Electronic check,1
CUST_066527,41,Female,Urban,68,Month-to-month,68.45,4767.67,73.4,856.0,2,Fiber optic,No,No,Mailed check,1
CUST_033978,40,Female,Suburban,19,One year,85.73,1883.3,45.9,430.0,6,Fiber optic,No,Yes,Electronic check,1
CUST_015455,59,Female,Suburban,13,Month-to-month,53.02,709.65,36.2,573.0,1,DSL,No,No,Credit card,1
CUST_002334,50,Male,Rural,7,Month-to-month,49.45,315.31,12.4,629.0,2,Fiber optic,Yes,No,Electronic check,1
CUST_094546,46,Male,Suburban,72,Month-to-month,74.28,5553.74,32.5,1173.0,0,No,Yes,No,Mailed check,1
CUST_094017,32,Female,Urban,27,One year,95.57,2865.47,4.5,47.0,0,DSL,No,No,Electronic check,1
CUST_020709,35,Female,Urban,1,Month-to-month,92.47,79.8,3.0,139.0,0,Fiber optic,No,No,Electronic check,1
CUST_022385,27,Female,Urban,11,Two year,89.44,1173.7,61.9,118.0,0,DSL,No,Yes,Mailed check,1
CUST_022461,32,Female,Urban,3,Two year,27.37,68.24,5.8,83.0,2,No,No,No,Electronic check,1
CUST_036912,49,Female,Urban,30,Two year,88.99,2573.35,93.6,241.0,1,Fiber optic,No,No,Mailed check,1
CUST_067255,39,Male,Rural,1,Month-to-month,72.97,79.43,80.7,313.0,2,DSL,No,No,Electronic check,1
CUST_097465,29,Male,Urban,14,One year,34.35,457.51,141.8,93.0,0,Fiber optic,No,Yes,Electronic check,1
CUST_048701,42,Female,Urban,8,Month-to-month,100.68,963.43,29.4,117.0,3,No,Yes,No,Electronic check,1
CUST_036138,29,Female,Urban,22,Month-to-month,97.47,2386.89,61.2,525.0,2,DSL,No,Yes,Electronic check,1
CUST_025780,33,Female,Rural,61,One year,82.55,5647.5,149.1,539.0,0,Fiber optic,Yes,No,Electronic check,1
CUST_034480,36,Female,Suburban,70,Month-to-month,60.37,4614.76,1.5,493.0,3,No,No,Yes,Credit card,0
CUST_040338,40,Male,Urban,3,Month-to-month,20.0,67.49,31.6,239.0,2,Fiber optic,No,No,Bank transfer,1
CUST_006206,35,Female,Rural,8,One year,83.38,602.91,112.5,219.0,3,Fiber optic,No,No,Electronic check,1
CUST_000942,47,Male,Suburban,5,Month-to-month,42.71,227.48,12.0,85.0,1,No,No,No,Electronic check,1
CUST_073878,58,Female,Suburban,18,Month-to-month,78.18,1457.32,60.7,89.0,1,No,Yes,Yes,Mailed check,1
CUST_091171,28,Female,Suburban,40,Month-to-month,80.7,2895.14,154.7,44.0,0,Fiber optic,No,No,Electronic check,1
CUST_008892,28,Male,Urban,2,Two year,71.79,129.18,13.4,48.0,2,No,Yes,Yes,Bank transfer,1
CUST_080562,66,Male,Rural,14,Two year,36.58,448.68,6.1,131.0,1,Fiber optic,No,Yes,Credit card,1
CUST_046433,73,Male,Suburban,13,Month-to-month,48.32,609.22,10.6,145.0,2,Fiber optic,No,No,Electronic check,1
CUST_014068,28,Male,Urban,21,Month-to-month,54.36,1086.35,64.5,353.0,2,Fiber optic,Yes,No,Electronic check,1
CUST_000562,50,Male,Urban,40,One year,53.27,1834.74,2.7,431.0,3,DSL,No,No,Mailed check,1
CUST_043874,33,Female,Urban,43,Month-to-month,66.84,2645.53,24.8,615.0,1,DSL,No,Yes,Credit card,0
CUST_025281,32,Female,Urban,7,One year,88.81,692.31,10.1,198.0,1,No,No,No,Electronic check,1
CUST_010557,36,Female,Urban,5,Two year,78.81,362.07,4.6,320.0,0,Fiber optic,No,No,Electronic check,1
CUST_045268,31,Male,Suburban,4,Month-to-month,44.43,181.89,8.7,1.0,1,DSL,Yes,No,Bank transfer,1
CUST_028195,20,Male,Suburban,10,Month-to-month,94.4,1072.35,19.1,41.0,1,Fiber optic,Yes,No,Credit card,1
CUST_013281,40,Female,Urban,5,One year,88.68,457.99,60.2,112.0,1,No,No,Yes,Mailed check,1
CUST_056372,55,Male,Urban,22,Month-to-month,78.45,1493.78,9.4,231.0,1,DSL,No,No,Electronic check,1
CUST_026816,23,Female,Urban,13,Two year,44.72,486.88,53.1,751.0,5,Fiber optic,Yes,No,Electronic check,0
CUST_091843,43,Male,Urban,20,Month-to-month,20.0,397.48,39.1,62.0,1,Fiber optic,No,No,Bank transfer,1
CUST_070215,52,Male,Urban,27,One year,39.62,894.23,9.5,52.0,5,DSL,No,No,Mailed check,1
CUST_042667,18,Female,Urban,6,Month-to-month,23.95,169.31,25.2,159.0,4,Fiber optic,Yes,Yes,Credit card,1
CUST_046014,52,Female,Urban,16,One year,85.26,1337.01,2.7,105.0,4,No,Yes,No,Bank transfer,1
CUST_020703,44,Male,Suburban,72,One year,49.78,3303.44,81.0,175.0,0,Fiber optic,Yes,Yes,Electronic check,1
CUST_091957,38,Male,Suburban,12,Month-to-month,78.03,975.73,3.6,324.0,2,Fiber optic,Yes,Yes,Credit card,1
CUST_006747,46,Male,Urban,23,Month-to-month,49.28,1128.95,49.7,779.0,1,Fiber optic,No,No,Electronic check,1
CUST_021564,52,Female,Rural,54,Month-to-month,41.64,2344.17,58.9,63.0,1,Fiber optic,Yes,No,Electronic check,1
CUST_031791,18,Female,Urban,11,One year,35.74,354.37,29.9,291.0,5,Fiber optic,No,No,Bank transfer,1
CUST_083036,23,Female,Urban,18,Month-to-month,74.47,1425.01,152.1,474.0,2,Fiber optic,No,Yes,Electronic check,1
CUST_040415,41,Female,Urban,18,Month-to-month,20.0,400.57,32.3,212.0,1,Fiber optic,No,No,Mailed check,1
CUST_026912,26,Female,Urban,16,One year,59.79,766.87,5.3,262.0,2,DSL,Yes,No,Electronic check,1
CUST_087877,27,Female,Urban,16,Month-to-month,22.98,344.6,16.2,2.0,2,DSL,No,Yes,Electronic check,1
CUST_091261,42,Male,Urban,9,Month-to-month,63.62,486.88,0.6,3.0,0,DSL,Yes,No,Electronic check,1
CUST_087565,36,Female,Urban,10,Two year,70.7,597.48,68.7,102.0,3,Fiber optic,Yes,Yes,Mailed check,0
CUST_078311,37,Female,Rural,3,Month-to-month,89.71,302.74,17.3,45.0,1,Fiber optic,No,No,Bank transfer,1
CUST_041285,39,Male,Suburban,1,Month-to-month,105.82,104.98,105.6,48.0,3,DSL,Yes,No,Electronic check,1
CUST_001420,46,Female,Suburban,37,Month-to-month,67.21,2150.68,93.7,193.0,1,No,No,No,Electronic check,1
CUST_046812,20,Female,Suburban,19,Month-to-month,26.58,593.52,67.0,19.0,4,Fiber optic,No,Yes,Mailed check,0
CUST_079230,66,Female,Urban,5,Month-to-month,50.88,267.54,91.2,321.0,3,DSL,No,No,Electronic check,1
CUST_086411,50,Female,Urban,27,Month-to-month,85.36,2067.92,109.3,66.0,0,Fiber optic,No,No,Bank transfer,1
CUST_047158,38,Male,Suburban,50,One year,63.04,3729.1,10.4,499.0,2,DSL,No,Yes,Mailed check,1
CUST_025088,29,Male,Urban,1,One year,39.02,36.03,62.3,295.0,1,Fiber optic,Yes,No,Bank transfer,1
CUST_032085,26,Female,Suburban,3,Month-to-month,72.81,215.61,8.6,480.0,1,No,Yes,No,Mailed check,1
CUST_052170,18,Female,Rural,35,Month-to-month,96.54,3283.99,6.8,142.0,1,No,No,Yes,Mailed check,1
CUST_061549,35,Male,Urban,59,One year,87.64,5527.99,50.1,759.0,2,Fiber optic,No,No,Mailed check,1
CUST_032231,47,Female,Urban,41,Month-to-month,96.34,3914.79,9.3,29.0,1,DSL,No,Yes,Credit card,1
CUST_083767,49,Male,Urban,22,Month-to-month,60.97,1481.64,28.8,104.0,1,Fiber optic,No,Yes,Credit card,1
CUST_000597,28,Male,Suburban,20,Two year,62.47,1070.63,16.5,81.0,1,No,Yes,No,Electronic check,1
CUST_000821,56,Male,Suburban,30,One year,95.69,2760.86,21.1,174.0,5,DSL,No,Yes,Electronic check,1
CUST_074529,44,Male,Suburban,43,Month-to-month,80.67,3784.39,22.9,646.0,5,No,No,No,Bank transfer,1
CUST_002774,34,Female,Urban,41,Month-to-month,63.95,2948.09,73.9,243.0,1,Fiber optic,Yes,Yes,Credit card,0
CUST_006468,46,Male,Rural,12,One year,51.64,727.5,52.0,402.0,2,No,Yes,Yes,Bank transfer,1
CUST_049987,39,Female,Urban,18,One year,75.15,1382.24,12.8,172.0,1,Fiber optic,No,No,Bank transfer,1
CUST_091084,40,Male,Rural,1,Month-to-month,51.19,49.61,15.1,223.0,1,DSL,No,No,Electronic check,1
CUST_026040,42,Female,Suburban,19,Two year,53.67,1087.36,128.0,206.0,0,DSL,No,No,Bank transfer,1
CUST_079430,32,Male,Suburban,7,Two year,53.53,373.5,38.8,63.0,1,No,No,Yes,Credit card,0
CUST_094527,43,Female,Suburban,48,Month-to-month,101.33,5062.46,44.5,10.0,3,Fiber optic,No,No,Credit card,1
CUST_053309,54,Male,Urban,28,Month-to-month,74.39,1727.88,97.7,1391.0,1,DSL,No,Yes,Bank transfer,1
CUST_020054,46,Male,Rural,1,Month-to-month,64.39,76.37,46.6,242.0,1,DSL,Yes,No,Electronic check,1
CUST_024631,51,Female,Urban,5,Month-to-month,57.07,242.64,77.8,819.0,3,Fiber optic,No,No,Credit card,1
CUST_060118,40,Female,Urban,54,Two year,66.16,3727.08,7.2,11.0,1,DSL,No,No,Mailed check,1
CUST_043164,50,Female,Urban,6,Two year,70.14,495.13,106.1,423.0,2,Fiber optic,Yes,No,Bank transfer,1
CUST_003228,49,Female,Urban,72,Month-to-month,49.31,3060.93,51.8,147.0,0,DSL,No,No,Bank transfer,1
CUST_047812,38,Male,Urban,56,Month-to-month,51.31,2523.42,5.0,534.0,2,DSL,Yes,No,Credit card,1
CUST_062053,33,Male,Suburban,72,Two year,27.56,1950.24,22.2,520.0,0,Fiber optic,Yes,Yes,Bank transfer,1
CUST_053508,47,Male,Urban,26,Month-to-month,54.57,1155.13,15.5,77.0,1,DSL,No,Yes,Credit card,1
CUST_046027,35,Female,Urban,46,Month-to-month,92.38,4127.42,25.3,79.0,0,Fiber optic,Yes,No,Electronic check,1
CUST_030784,50,Female,Urban,1,Two year,87.06,78.57,102.4,446.0,1,Fiber optic,No,No,Electronic check,1
CUST_090820,44,Male,Urban,12,Month-to-month,109.75,1294.0,17.9,119.0,1,Fiber optic,Yes,Yes,Mailed check,0
CUST_016917,41,Male,Rural,27,Month-to-month,30.04,898.59,24.5,66.0,3,DSL,Yes,No,Electronic check,1
CUST_010351,21,Male,Suburban,19,Month-to-month,120.4,2136.06,97.0,330.0,3,Fiber optic,No,No,Electronic check,1
CUST_001898,46,Female,Urban,10,Two year,20.0,170.09,20.5,597.0,1,DSL,No,No,Electronic check,1
CUST_098530,30,Female,Suburban,5,Month-to-month,73.41,345.59,148.6,278.0,3,Fiber optic,No,Yes,Mailed check,1
CUST_020487,31,Female,Urban,31,Month-to-month,23.19,584.84,24.9,452.0,1,DSL,Yes,Yes,Credit card,1
CUST_046719,18,Female,Urban,1,Month-to-month,84.37,99.92,22.2,84.0,1,Fiber optic,No,Yes,Electronic check,0
CUST_052839,30,Female,Urban,58,One year,83.49,4258.42,49.6,334.0,1,DSL,No,No,Mailed check,1
CUST_059303,53,Female,Urban,72,Month-to-month,57.19,4071.45,39.0,68.0,1,DSL,No,No,Electronic check,0
CUST_041367,38,Female,Suburban,10,Two year,49.65,477.18,169.8,249.0,2,Fiber optic,No,No,Mailed check,1
CUST_025960,35,Male,Urban,21,One year,87.74,2143.83,9.7,66.0,2,DSL,No,No,Mailed check,1
CUST_085386,24,Male,Suburban,11,Month-to-month,50.82,594.57,50.7,54.0,0,No,No,Yes,Electronic check,1
CUST_087873,42,Male,Urban,3,Month-to-month,47.19,134.86,14.6,34.0,2,No,No,Yes,Mailed check,1
CUST_091189,29,Male,Suburban,28,One year,84.48,2153.1,28.9,1208.0,3,DSL,Yes,No,Credit card,0
CUST_091416,33,Female,Urban,72,Month-to-month,51.81,4364.26,38.1,363.0,2,Fiber optic,No,No,Credit card,0
CUST_009259,36,Male,Urban,37,Month-to-month,87.07,2800.79,24.5,54.0,2,No,No,No,Mailed check,0
CUST_035415,36,Female,Urban,59,Two year,53.68,3216.54,56.2,9.0,1,DSL,Yes,Yes,Bank transfer,1
CUST_002865,36,Male,Urban,37,One year,73.13,2778.87,3.6,132.0,2,DSL,Yes,No,Electronic check,1
CUST_072068,35,Female,Urban,59,Two year,79.32,4572.4,11.0,530.0,3,DSL,No,Yes,Bank transfer,0
CUST_014275,46,Female,Suburban,1,Month-to-month,83.35,88.69,68.7,622.0,0,DSL,No,Yes,Bank transfer,1
CUST_093758,44,Male,Urban,25,Month-to-month,72.08,1628.79,23.5,58.0,5,Fiber optic,No,No,Electronic check,1
CUST_034684,45,Male,Suburban,5,One year,75.85,414.16,17.0,464.0,2,Fiber optic,Yes,No,Electronic check,1
CUST_053312,22,Male,Urban,26,Month-to-month,66.47,1927.64,12.1,224.0,1,DSL,Yes,No,Credit card,1
CUST_060206,35,Female,Urban,72,One year,51.45,2985.1,4.3,425.0,2,DSL,No,No,Credit card,1
CUST_016146,61,Female,Suburban,18,One year,51.75,1092.34,5.7,142.0,4,Fiber optic,Yes,Yes,Mailed check,1
CUST_096366,26,Male,Urban,3,Month-to-month,64.97,179.25,82.5,62.0,2,DSL,No,Yes,Electronic check,1
CUST_064518,44,Female,Urban,47,Two year,95.26,4707.03,24.3,329.0,3,DSL,No,Yes,Electronic check,0
CUST_026598,53,Male,Suburban,17,One year,54.2,885.14,104.3,253.0,1,DSL,Yes,Yes,Electronic check,1
CUST_095307,33,Female,Urban,2,One year,57.65,117.61,127.7,105.0,0,DSL,No,No,Mailed check,0
CUST_087978,43,Female,Urban,43,Month-to-month,60.07,2569.63,47.9,59.0,2,Fiber optic,No,No,Bank transfer,0
CUST_026788,34,Male,Urban,13,Month-to-month,44.41,521.36,141.6,325.0,4,No,No,No,Electronic check,1
CUST_001892,34,Male,Urban,8,Two year,84.68,643.12,28.3,138.0,2,DSL,Yes,No,Mailed check,0
CUST_041824,28,Female,Urban,66,Month-to-month,82.48,4840.19,46.9,21.0,3,DSL,No,Yes,Mailed check,1
CUST_068103,49,Male,Urban,6,Month-to-month,70.23,356.49,22.1,667.0,1,DSL,No,No,Credit card,1
CUST_015637,35,Female,Urban,49,Month-to-month,117.49,6319.64,88.3,125.0,1,DSL,No,Yes,Bank transfer,1
CUST_058934,46,Female,Urban,16,One year,39.19,611.53,5.1,75.0,0,DSL,No,Yes,Bank transfer,1
CUST_017300,18,Male,Urban,20,One year,73.43,1721.38,177.3,752.0,0,Fiber optic,Yes,No,Credit card,1
CUST_086888,39,Male,Suburban,17,Two year,52.01,1053.65,7.0,118.0,1,Fiber optic,No,No,Electronic check,0
CUST_007614,58,Male,Urban,42,Two year,62.01,2107.84,61.0,148.0,2,Fiber optic,No,Yes,Credit card,0
CUST_062892,27,Male,Urban,12,Month-to-month,49.28,553.97,2.7,418.0,4,DSL,No,Yes,Mailed check,1
CUST_074072,53,Male,Urban,18,Month-to-month,62.68,1205.81,205.0,1070.0,0,Fiber optic,No,Yes,Bank transfer,1
CUST_082260,61,Male,Urban,7,One year,72.85,451.7,22.8,44.0,1,DSL,Yes,Yes,Credit card,1
CUST_029630,32,Male,Urban,2,Month-to-month,43.91,78.87,4.3,236.0,5,No,No,No,Electronic check,1
CUST_096378,55,Male,Urban,4,Two year,20.0,92.7,214.4,964.0,0,DSL,No,No,Electronic check,1
CUST_094049,49,Male,Urban,28,Two year,98.16,2948.53,5.1,269.0,0,Fiber optic,No,Yes,Credit card,1
CUST_026119,55,Female,Urban,6,Month-to-month,105.26,673.84,26.3,829.0,2,Fiber optic,No,No,Credit card,1
CUST_094583,36,Female,Rural,1,Two year,89.4,82.61,7.0,586.0,1,Fiber optic,No,No,Bank transfer,1
CUST_051241,35,Male,Urban,3,Month-to-month,82.29,215.44,25.6,61.0,2,DSL,No,No,Credit card,1
CUST_077525,23,Male,Urban,17,One year,38.4,621.8,23.9,5.0,0,No,No,No,Mailed check,0
CUST_066654,45,Female,Rural,8,Month-to-month,20.3,180.96,132.8,99.0,0,No,No,No,Bank transfer,0
CUST_047039,33,Male,Urban,72,Month-to-month,54.48,4063.0,10.6,230.0,2,DSL,No,No,Electronic check,1
CUST_022975,46,Male,Urban,19,Month-to-month,43.11,913.07,98.0,35.0,2,Fiber optic,Yes,No,Electronic check,1
CUST_091400,56,Female,Rural,55,Month-to-month,83.53,3798.91,101.2,373.0,1,DSL,No,Yes,Bank transfer,1
CUST_018597,32,Female,Urban,43,Two year,62.94,3008.31,34.1,487.0,3,No,Yes,Yes,Bank transfer,1
CUST_042383,30,Female,Urban,14,Month-to-month,59.5,992.33,109.6,1124.0,2,DSL,No,No,Electronic check,1
CUST_055950,33,Male,Urban,17,Month-to-month,20.0,374.41,23.7,720.0,1,Fiber optic,No,No,Electronic check,1
CUST_059737,44,Male,Urban,1,Month-to-month,45.35,43.14,124.0,69.0,0,DSL,No,No,Bank transfer,0
CUST_059667,27,Female,Urban,13,Month-to-month,33.58,399.57,40.6,19.0,1,Fiber optic,No,No,Bank transfer,1
CUST_056495,49,Male,Urban,1,Month-to-month,55.05,53.45,81.4,92.0,3,No,Yes,Yes,Electronic check,1
CUST_051498,31,Male,Suburban,10,Two year,121.88,1459.01,64.2,67.0,2,Fiber optic,Yes,No,Electronic check,1
CUST_077331,52,Male,Urban,22,Two year,75.52,1580.25,40.4,20.0,3,DSL,Yes,No,Bank transfer,1
CUST_014485,31,Female,Urban,27,Month-to-month,87.57,2601.59,78.0,7.0,1,No,No,No,Electronic check,1
CUST_015551,43,Female,Rural,4,Month-to-month,113.73,423.36,37.4,18.0,1,DSL,Yes,No,Credit card,1
CUST_076659,47,Female,Urban,6,Month-to-month,78.45,463.59,56.7,40.0,0,DSL,No,No,Electronic check,1
CUST_050704,41,Male,Urban,32,Month-to-month,70.54,2563.34,30.0,489.0,1,Fiber optic,No,No,Electronic check,1
CUST_096751,18,Male,Urban,17,One year,70.89,1356.05,32.8,545.0,2,DSL,Yes,No,Mailed check,1
CUST_034571,58,Male,Urban,39,One year,49.83,2221.58,0.5,608.0,3,Fiber optic,No,No,Electronic check,1
CUST_050022,37,Male,Urban,3,Month-to-month,33.48,112.35,22.4,230.0,2,DSL,No,No,Credit card,1
CUST_000836,58,Female,Urban,36,Month-to-month,20.0,710.56,31.5,123.0,4,Fiber optic,No,No,Electronic check,1
CUST_015856,33,Male,Rural,72,One year,69.04,4546.59,15.3,3.0,1,DSL,Yes,No,Electronic check,1
